date,sku_id,units_sold,selling_price,gross_revenue,promo_flag,discount_pct,month,week_of_year,day_of_week,is_weekend,is_festival_month,is_payday_period,season_tag,holiday_flag,weather_index,campaign_intensity,platform_traffic_source,traffic_index,competitor_price_index,competitor_stockout_flag,bundle_offer_flag,stock_visibility_score,rating_score,review_volume,product_visibility_rank,sku_name,category,sub_category,mrp,cost_price,supplier_id,supplier_name,avg_lead_time,lead_time_variability,week,quarter,year,is_month_start,lag_1_week_sales,lag_2_week_sales,lag_4_week_sales,rolling_4w_mean,rolling_4w_std,price_gap,is_promo,is_winter_season,is_summer_season,lead_time_days,lead_time_risk,demand_cv,revenue,SKU_segment
2024-01-21,SKU0001,25,947.11,23677.75,0,0.0858011583011582,1,3,6,1,0,0,winter,0,1.1619408504158777,0,affiliate,1.0333237566455833,0.9864143647403804,0,0,0.3439281811348304,4.99,220,60,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,3,1,2024,False,24.0,20.0,28.0,26.25,6.849574196011505,88.88999999999999,True,True,False,10,medium,0.2609361598480573,23677.75,AX
2024-01-22,SKU0001,43,557.68,23980.24,1,0.4616988416988417,1,4,0,0,0,0,winter,0,0.9507000088709824,1,affiliate,0.9739224693459746,1.0096515911284294,1,0,0.3713878550718459,4.99,220,95,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,4,1,2024,False,25.0,24.0,36.0,28.0,10.23067283548187,478.3200000000001,True,True,False,10,medium,0.3653811726957811,23980.239999999998,AX
2024-01-23,SKU0001,38,791.61,30081.18,1,0.2358976833976833,1,4,1,0,0,0,winter,0,0.9509940089551484,2,paid,1.025594424514202,1.0109056334800828,0,0,0.3688995495281555,4.99,220,49,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,4,1,2024,False,43.0,25.0,20.0,32.5,9.46924847422786,244.39,True,True,False,10,medium,0.2913614915147034,30081.18,AX
2024-01-24,SKU0001,24,972.18,23332.32,0,0.0616023166023166,1,4,2,0,0,0,winter,0,1.2275202855163825,0,organic,0.9825753875486676,1.0043154783815338,0,0,0.3483690454974515,4.99,220,55,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,4,1,2024,False,38.0,43.0,24.0,32.5,9.46924847422786,63.82000000000005,True,True,False,10,medium,0.2913614915147034,23332.32,AX
2024-01-25,SKU0001,26,942.55,24506.3,0,0.0902027027027027,1,4,3,0,0,1,winter,0,1.0740306688288896,0,affiliate,1.0169610137604312,0.9525463875389328,0,0,0.3264817470551592,4.99,220,71,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,4,1,2024,False,24.0,38.0,25.0,32.75,9.215023964519393,93.45000000000005,True,True,False,10,medium,0.2813747775425768,24506.3,AX
2024-01-26,SKU0001,31,951.05,29482.55,0,0.0819980694980695,1,4,4,0,0,1,winter,0,1.1053462537920071,1,organic,1.0522346363130182,0.9816403242362456,0,0,0.4648263967794905,4.99,220,111,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,4,1,2024,False,26.0,24.0,43.0,29.75,6.238322424070967,84.95000000000005,True,True,False,10,medium,0.2096915100528056,29482.55,AX
2024-01-27,SKU0001,28,933.95,26150.6,0,0.0985038610038609,1,4,5,1,0,1,winter,0,1.1274172989080231,0,affiliate,1.0536901162688372,0.961393398,0,1,0.3340528883722672,4.99,220,39,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,4,1,2024,False,31.0,26.0,38.0,27.25,2.986078811194819,102.04999999999995,True,True,False,10,medium,0.1095808738053144,26150.600000000002,AX
2024-01-28,SKU0001,31,963.27,29861.37,0,0.0702027027027027,1,4,6,1,0,1,winter,0,0.8638873046250062,1,affiliate,1.023287492748904,1.034971631954671,0,0,0.4854054752904266,4.99,220,30,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,4,1,2024,False,28.0,31.0,24.0,29.0,2.449489742783177,72.73000000000002,True,True,False,10,medium,0.0844651635442475,29861.37,AX
2024-01-29,SKU0001,26,953.02,24778.52,0,0.0800965250965251,1,5,0,0,0,1,winter,0,1.018708928678567,0,paid,0.990504200093804,0.969521108,0,0,0.3179446004640078,4.99,220,96,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,5,1,2024,False,31.0,28.0,26.0,29.0,2.449489742783177,82.98000000000002,True,True,False,10,medium,0.0844651635442475,24778.52,AX
2024-01-30,SKU0001,30,1000.36,30010.8,0,0.0344015444015443,1,5,1,0,0,1,winter,0,1.022532533718464,1,affiliate,0.9697525477042872,1.0033195987111676,0,0,0.3828610526616541,4.99,220,105,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,5,1,2024,False,26.0,31.0,31.0,28.75,2.2173557826083448,35.639999999999986,True,True,False,10,medium,0.0771254185255076,30010.8,AX
2024-01-31,SKU0001,22,987.83,21732.26,0,0.0464961389961389,1,5,2,0,0,1,winter,0,0.9761700080409256,0,paid,1.0251408077194222,1.0172320421288854,0,0,0.3853881967228508,4.99,220,85,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,5,1,2024,False,30.0,26.0,28.0,27.25,4.112987559751022,48.16999999999996,True,True,False,10,medium,0.1509353232936154,21732.260000000002,AX
2024-02-01,SKU0001,27,1016.42,27443.34,0,0.0188996138996139,2,5,3,0,0,1,winter,0,0.8360452285540636,1,affiliate,1.020889614801167,0.9828580949413904,0,1,0.4119360764033073,4.99,220,82,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,5,1,2024,True,22.0,30.0,31.0,26.25,3.3040379335998344,19.58000000000004,True,False,False,10,medium,0.1258681117561841,27443.34,AX
2024-02-02,SKU0001,31,993.11,30786.41,0,0.0413996138996138,2,5,4,0,0,1,winter,0,1.0695669632809108,1,organic,1.0090863577047704,0.9748173139034616,0,0,0.3021864009098036,4.99,220,14,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,5,1,2024,True,27.0,22.0,26.0,27.5,4.041451884327381,42.88999999999999,True,False,False,10,medium,0.1469618867028138,30786.41,AX
2024-02-03,SKU0001,37,930.74,34437.38,1,0.1016023166023166,2,5,5,1,0,1,winter,0,0.7512305755338393,1,paid,1.018176456283676,0.9974350271763388,0,0,0.3897905674881493,4.99,220,41,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,5,1,2024,True,31.0,27.0,30.0,29.25,6.34428877022476,105.26,True,False,False,10,medium,0.2168987613752054,34437.38,AX
2024-02-04,SKU0001,31,1036.0,32116.0,0,0.0,2,5,6,1,0,1,winter,0,0.8594399852227582,1,paid,0.9840497798485132,0.956305352,0,1,0.4772584492719871,4.99,220,22,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,5,1,2024,True,37.0,31.0,22.0,31.5,4.12310562561766,0.0,False,False,False,10,medium,0.1308922420831003,32116.0,AX
2024-02-05,SKU0001,24,965.76,23178.24,0,0.0677992277992278,2,6,0,0,0,1,winter,0,0.878599278,0,paid,0.9892765089863332,0.9980291192194628,0,1,0.367369783690455,4.99,220,56,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,6,1,2024,True,31.0,37.0,27.0,30.75,5.315072906367325,70.24000000000001,True,False,False,10,medium,0.1728478993940593,23178.239999999998,AX
2024-02-06,SKU0001,23,975.29,22431.67,0,0.0586003861003861,2,6,1,0,0,1,winter,0,0.9381802468460068,0,paid,0.9901204330810636,0.9869412783988863,0,1,0.3726966768153577,4.99,220,58,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,6,1,2024,False,24.0,31.0,31.0,28.75,6.551081335677848,60.71000000000004,True,False,False,10,medium,0.227863698632273,22431.67,AX
2024-02-07,SKU0001,30,981.61,29448.3,0,0.0524999999999999,2,6,2,0,0,1,winter,0,1.126163889440766,0,paid,0.9706136614514984,1.0079499113700243,0,1,0.382068663107255,4.99,220,1,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,6,1,2024,False,23.0,24.0,37.0,27.0,4.08248290463863,54.38999999999999,True,False,False,10,medium,0.1512030705421715,29448.3,AX
2024-02-08,SKU0001,21,1030.51,21640.71,0,0.0052992277992278,2,6,3,0,0,0,winter,0,1.248502064763179,0,organic,0.973053479,0.9596041351469442,0,0,0.3727324092929221,4.99,220,46,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,6,1,2024,False,30.0,23.0,31.0,24.5,3.872983346207417,5.490000000000009,True,False,False,10,medium,0.1580809529064251,21640.71,AX
2024-02-09,SKU0001,26,962.65,25028.9,0,0.0708011583011583,2,6,4,0,0,0,winter,0,1.258344298684519,0,affiliate,0.9886228758687108,1.0130208959393496,0,0,0.3329327560450663,4.99,220,38,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,6,1,2024,False,21.0,30.0,24.0,25.0,3.915780041490244,73.35000000000002,True,False,False,10,medium,0.1566312016596097,25028.899999999998,AX
2024-02-10,SKU0001,22,1019.11,22420.42,0,0.0163030888030887,2,6,5,1,0,0,winter,0,1.1209389067699675,0,organic,1.0735274057676694,1.0198584573931166,0,0,0.4322125488554521,4.99,220,91,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,6,1,2024,False,26.0,21.0,23.0,24.75,4.112987559751022,16.889999999999986,True,False,False,10,medium,0.1661813155454958,22420.420000000002,AX
2024-02-11,SKU0001,30,1003.88,30116.4,0,0.031003861003861,2,6,6,1,0,0,winter,0,1.0659540801625451,1,affiliate,0.987233281,0.9826872445426172,0,0,0.3605042688097746,4.99,220,30,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,6,1,2024,False,22.0,26.0,30.0,24.75,4.112987559751022,32.120000000000005,True,False,False,10,medium,0.1661813155454958,30116.4,AX
2024-02-12,SKU0001,35,911.06,31887.1,1,0.1205984555984556,2,7,0,0,0,0,winter,0,0.6495176699762857,1,organic,0.985026653,1.007594382562373,0,0,0.4000989385504188,4.99,220,43,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,7,1,2024,False,30.0,22.0,21.0,28.25,5.560275772537426,124.94000000000004,True,False,False,10,medium,0.1968239211517672,31887.1,AX
2024-02-13,SKU0001,27,941.31,25415.37,0,0.0913996138996139,2,7,1,0,0,0,winter,0,1.1695179469002288,0,organic,1.0269406973693804,0.999016772,0,0,0.4090129677673794,4.99,220,54,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,7,1,2024,False,35.0,30.0,26.0,28.5,5.446711546122731,94.69000000000004,True,False,False,10,medium,0.1911126858288677,25415.37,AX
2024-02-14,SKU0001,23,963.58,22162.34,0,0.0699034749034748,2,7,2,0,0,0,winter,0,1.3943419850312695,0,affiliate,0.9345878073789572,1.0318688632100654,0,0,0.302655076509719,4.99,220,68,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,7,1,2024,False,27.0,35.0,22.0,28.75,5.057996968497839,72.41999999999996,True,False,False,10,medium,0.1759303293390552,22162.34,AX
2024-02-15,SKU0001,25,990.83,24770.75,0,0.043600386100386,2,7,3,0,0,0,winter,0,1.0679314648987952,1,affiliate,0.9951579353874572,1.0153119563042998,0,0,0.3526882430163042,4.99,220,94,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,7,1,2024,False,23.0,27.0,30.0,27.5,5.259911279353167,45.16999999999996,True,False,False,10,medium,0.1912695010673878,24770.75,AX
2024-02-16,SKU0001,38,810.77,30809.26,1,0.2174034749034749,2,7,4,0,0,0,winter,0,1.0351058972144551,1,organic,1.0009383839702468,0.9985724677189156,1,0,0.3875210067550079,4.99,220,74,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,7,1,2024,False,25.0,23.0,35.0,28.25,6.701989754294367,225.23,True,False,False,10,medium,0.2372385753732519,30809.26,AX
2024-02-17,SKU0001,41,539.34,22112.94,1,0.4794015444015443,2,7,5,1,0,0,winter,0,1.104804374027882,1,paid,1.0530965602617717,0.9656780334826756,0,0,0.3946233021426326,4.99,220,12,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,7,1,2024,False,38.0,25.0,27.0,31.75,9.069178573608529,496.66,True,False,False,10,medium,0.2856434196412134,22112.940000000002,AX
2024-02-18,SKU0001,26,956.85,24878.1,0,0.0763996138996138,2,7,6,1,0,0,winter,0,1.109294287820911,1,affiliate,1.1045135268627846,0.9731562969206043,0,0,0.3490454605169842,4.99,220,68,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,7,1,2024,False,41.0,38.0,23.0,32.5,8.18535277187245,79.14999999999998,True,False,False,10,medium,0.2518570083653061,24878.100000000002,AX
2024-02-19,SKU0001,42,592.7,24893.4,1,0.4278957528957529,2,8,0,0,0,0,winter,0,1.0202374502270772,2,paid,0.9991597480097478,0.9907011294927448,0,0,0.3941837169070169,4.99,220,85,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,8,1,2024,False,26.0,41.0,25.0,36.75,7.365459931328117,443.3,True,False,False,10,medium,0.2004206784034861,24893.4,AX
2024-02-20,SKU0001,24,966.17,23188.08,0,0.0674034749034749,2,8,1,0,0,0,winter,0,0.9439276200929584,1,paid,0.979288394,0.983280979,0,0,0.4226717158262011,4.99,220,43,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,8,1,2024,False,42.0,26.0,38.0,33.25,9.56991814663706,69.83000000000004,True,False,False,10,medium,0.287817087116904,23188.079999999998,AX
2024-02-21,SKU0001,37,779.59,28844.83,1,0.2474999999999999,2,8,2,0,0,0,winter,0,1.0542638814503964,2,affiliate,0.9864994070006112,0.9867664920875484,0,0,0.4280605420930402,4.99,220,92,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,8,1,2024,False,24.0,42.0,41.0,32.25,8.65544144839919,256.41,True,False,False,10,medium,0.2683857813457113,28844.83,AX
2024-02-22,SKU0001,21,1027.82,21584.22,0,0.0078957528957529,2,8,3,0,0,0,winter,0,0.7942316185682042,0,affiliate,1.001200761320583,1.0228228365405012,0,0,0.3712931515210148,4.99,220,59,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,8,1,2024,False,37.0,24.0,26.0,31.0,10.099504938362076,8.180000000000064,True,False,False,10,medium,0.3257904818826476,21584.219999999998,AX
2024-02-23,SKU0001,37,771.82,28557.34,1,0.2549999999999999,2,8,4,0,0,0,winter,0,0.717636019,1,paid,0.9724474779340936,1.003813747375053,1,0,0.390679652886519,4.99,220,118,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,8,1,2024,False,21.0,37.0,42.0,29.75,8.460693430998036,264.17999999999995,True,False,False,10,medium,0.2843930565041356,28557.34,AX
2024-02-24,SKU0001,25,976.12,24403.0,0,0.0577992277992278,2,8,5,1,0,0,winter,0,1.2041407961082262,0,paid,1.0036470529675827,1.0204259016092785,0,0,0.3774467941017274,4.99,220,76,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,8,1,2024,False,37.0,21.0,24.0,30.0,8.246211251235321,59.88,True,False,False,10,medium,0.2748737083745107,24403.0,AX
2024-02-25,SKU0001,27,991.56,26772.12,0,0.0428957528957529,2,8,6,1,0,1,winter,0,0.93129080044963,0,paid,1.0257622501325716,1.00046113108295,0,0,0.3024663883329359,4.99,220,115,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,8,1,2024,False,25.0,37.0,37.0,27.5,6.806859285554046,44.440000000000055,True,False,False,10,medium,0.2475221558383289,26772.12,AX
2024-02-26,SKU0001,24,996.11,23906.64,0,0.0385038610038609,2,9,0,0,0,1,winter,0,1.1073933214661438,0,affiliate,0.9914166328512466,0.997539951,0,0,0.3983138850689756,4.99,220,66,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,9,1,2024,False,27.0,25.0,21.0,28.25,5.9651767227244274,39.88999999999999,True,False,False,10,medium,0.2111566981495372,23906.64,AX
2024-02-27,SKU0001,41,682.41,27978.81,1,0.3413030888030888,2,9,1,0,0,1,winter,0,1.233189098417445,0,affiliate,1.0496005533589323,0.9863681877982244,0,1,0.4325222114982964,4.99,220,21,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,9,1,2024,False,24.0,27.0,37.0,29.25,7.932002689527197,353.59000000000003,True,False,False,10,medium,0.2711795791291349,27978.809999999998,AX
2024-02-28,SKU0001,40,905.67,36226.8,1,0.1258011583011583,2,9,2,0,0,1,winter,0,1.183042052441171,1,organic,0.9808271020853756,0.9762218488279228,0,0,0.2997249799213663,4.99,220,5,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,9,1,2024,False,41.0,24.0,25.0,33.0,8.755950357709132,130.33000000000004,True,False,False,10,medium,0.2653318290214888,36226.799999999996,AX
2024-02-29,SKU0001,22,1035.59,22782.98,0,0.0003957528957529,2,9,3,0,0,1,winter,0,0.9169910937013288,0,paid,0.9818209191630576,1.0030538983494657,0,0,0.3595684535626069,4.99,220,89,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,9,1,2024,False,40.0,41.0,27.0,31.75,10.1447851956888,0.4100000000000818,True,False,False,10,medium,0.3195207935650016,22782.98,AX
2024-03-01,SKU0001,21,1019.22,21403.62,0,0.0161969111969111,3,9,4,0,0,1,summer,0,1.0487131044265865,0,paid,0.9585586247210478,1.028214660613456,0,0,0.3562198951824665,4.99,220,112,NovaCharge Cable,Electronics Accessories,Audio,1036,731.48,SUP003,Skyline Imports Pvt. Ltd.,10,2,9,1,2024,True,22.0,40.0,24.0,31.0,10.98483803552272,16.779999999999973,True,False,False,10,medium,0.35434961404912,21403.62,AX
